Headline,Body ID,Stance
video message app say audio record michael brown shoot authentic,776,unrelated
tropical spider burrow man skin live three day,1825,unrelated
kim jong un ban name kim jong un,1385,unrelated
setting record straight tor,1899,unrelated
forget tip especially spend num num,574,unrelated
vogue shiny new office big rat problem,387,unrelated
bird poop vladimir putin,2472,unrelated
num kidnap nigerian girl release deal reach boko haram,1661,unrelated
pentagon num weapon bundle seize militant,1785,unrelated
ypg confirms gill rosenberg capture kobani,387,unrelated
kim jong un difficulty walk need num day recuperate,236,unrelated
next apple watch could platinum,2265,unrelated
unconfirmed report say isi uk hostage david haines behead,737,unrelated
christian bale talk play steve job exclusive,1019,discuss
report michael phelps tinder girlfriend bear male make love halftime,1524,unrelated
macaulay culkin dead,2175,unrelated
audio recording michael brown shoot reportedly surface,1692,discuss
islamic militant post video claim show behead u journalist,456,discuss
isil militant jihadi john name medium,81,unrelated
miss libyan jetliner raise fear suicide airliner attack num num,1574,unrelated
islamic state militant allegedly use chlorine gas iraqi security force,2197,unrelated
spider probably crawl man body several day,181,unrelated
video appear show behead journalist james foley go miss syria,874,unrelated
kimye fault anna wintour nyc vogue office hit disgust rat infestation rat droppings desk,2187,unrelated
meteorite make big crater nicaragua government say,767,disagree
hospital official kansas city patient treat ebola,2306,unrelated
dupe macaulay culkin dead,2341,agree
luckiest pizza delivery guy ever get num num tip,2122,agree
begin hazmat wear passenger spot airport,1178,unrelated
canadian sergeant arm kevin vickers kill shooter parliament,1568,unrelated
banksy arrest hoax internet dupe fake report claim street artist identity reveal,2283,unrelated
nigeria say struck cease fire boko haram talk right guy,1372,unrelated
nigeria say boko haram cease fire may lead release kidnap girl,1506,unrelated
jordan king cite clint eastwood revenge vow,205,unrelated
forget tip especially spend num num,630,unrelated
brian williams insist nbc news meteorologist pee snow air,2511,discuss
boko haram ceasefire nigeria ceasefire,2078,unrelated
iraq say arrest woman wife isi leader al baghdadi,1875,unrelated
woman wrongly call sexual predator private sex tape use hoax,1496,disagree
miss student mass graf find near iguala mexico,1613,discuss
kim jong un sister take control north korea,1210,unrelated
iraqi medium isi militant contract ebola,1891,discuss
bunbury local discover spider burrow skin bali holiday,962,unrelated
bunch folk pass around hoax video bird pooping vladimir putin,2174,disagree
return mac seth rogen talk star apple co founder steve wozniak upcoming steve job biopic,26,unrelated
texas plumber truck front line syria war,13,unrelated
chinese state medium warn people stop call dumbledore,1426,unrelated
u accidentally deliver weapon islamic state airdrop militant say,1597,discuss
sugarhill gang rapper big bank hank die num,2340,discuss
fast christian bale bail steve job biopic,2343,discuss
man chop penis girlfriend break,1379,unrelated
rep duncan hunter least num isi fighter catch mexican border,2524,unrelated
shoot war memorial parliament hill unconfirmed report say soldier shot,892,unrelated
texas plumber threaten jihadis use old truck,1467,unrelated
mexico say miss student find first mass graf,712,unrelated
ottawa gunman identify num year old michael zehaf bibeau,1178,discuss
newly discover mass grave link miss mexican student,1213,unrelated
mexican investigator fear mass grave might hold num miss student,761,unrelated
omar gonzalez white house fence jumper make farther inside,687,unrelated
woman dump boyfriend spends entire week mourning kfc,1791,unrelated
nypd issue ticket instead arrest weed possession report say,221,unrelated
rumor king abdullah fly airstrikes true fox excite anyway,640,discuss
judd nelson rebuff internet rumor die drug overdose,1574,unrelated
batman v superman batmobile steal,87,unrelated
boko haram denies ceasefire claim nigeria government,2530,discuss
u hostage luke somers kill yemen rescue bid family,7,unrelated
isi militant jihadi john identify young west londoner,1427,unrelated
jordan king cite clint eastwood revenge vow,2476,unrelated
comcast get man fire job complain service,1355,unrelated
willie nelson dead internet freak another celebrity death hoax make round,2186,agree
anna wintour refuse work new world trade center vogue office due rat infestation,2459,unrelated
ann arbor pizza delivery driver surprise num num tip,539,unrelated
brian williams insist nbc news meteorologist pee snow air,205,unrelated
dna test prove lebanon hold isi chief al baghdadi ex wife daughter catch fake passport,254,unrelated
texas city plumber truck end syrian war,2403,unrelated
mexico student massacre update graf discover murder site,324,unrelated
heartbroken girl spend week kfc get dump,1225,agree
woman detain lebanon al baghdadi wife iraq say,1789,unrelated
see california homeless man use num gift give food others,1388,discuss
hundred mourn death fidel castro rumour sweep twitter confuse recently depart fidel castro odinga nairobi,1572,unrelated
sadly pumpkin spice condom thing,608,unrelated
new io num bug delete icloud document,511,unrelated
world oldest burger man claim keep mcdonald quarter pounder num year,137,unrelated
break british bear hostage kill fail rescue attempt,40,unrelated
report possible audio tape michael brown shoot,2248,unrelated
unconfirmed report claim canadian israeli gill rosenberg capture isi,777,unrelated
see california homeless man use num gift give food others,855,unrelated
fake internet week obama peace prize pumpkin spice condom insane winter snow,367,unrelated
kim jong un hospital two fracture ankle balloon around num stone go numerous meet people walkabout pr stunt,2327,unrelated
tim cook reportedly shower apple watch suggest waterproof,88,unrelated
jihadi john identify isi killer name mohammed emwazi west london,1437,unrelated
batmobile steal batman v superman dawn justice set zack snyder know,239,disagree
islamic state fly three jet syria monitor,886,unrelated
next apple watch could platinum,2296,unrelated
tropical spider burrow man skin live three day,61,unrelated
story high school trader make num million rumor spun control,205,unrelated
tim cook reportedly reveal apple watch waterproof improve,1985,unrelated
pentagon death al shabaab leader u strike would major blow,1835,discuss
saudi fatwa ban snowman trigger heat debate,599,unrelated
small meteorite strike nicaragua capital city managua,961,agree
num brat pack star judd nelson force deny dead fake news story start trend social medium,1273,unrelated
nigeria miss girl release boko haram government aide claim,304,unrelated
cnn play allege audiotape michael brown shootingmilitarization police,2118,discuss
nicaragua say meteorite probable cause blast capital,586,unrelated
boko haram denies truce say kidnap girl marry,1034,unrelated
n korean leader miss annual ritual sister take duty,986,unrelated
isi executioner jihadi john name medium,1252,unrelated
watch moment tv weatherman catch urinating bush live camera,1224,unrelated
kim jong un sister kim yo jong run north korea mysterious absence,2177,unrelated
north korean leader kim jong un open restaurant scotland,1339,unrelated
come store near pumpkin spice condom,220,unrelated
shock claim pga golfer say tiger wood suspend failed drug test,173,unrelated
hunt cruel owner abandon dog train station,1256,unrelated
batmobile steal detroit,2431,unrelated
u marine survives headshot taliban video,2091,unrelated
num islamist militant kill u attack somalia,1921,unrelated
taylor lianne chandler michael phelps cougar girlfriend reveal,1535,unrelated
rumor stainless steel apple watch cost num gold num num,10,unrelated
time capsule paul revere samuel adam discover boston,2003,unrelated
official refute iraqi medium report isi member contract ebola mosul,568,unrelated
ferguson riot audio may capture michael brown shoot,1715,discuss
rep duncan hunter least num isi fighter catch mexican border,1890,discuss
electric boogie developer leave secret resignation letter bos end game video,1498,unrelated
miss jetliner raise fear new num num style attack libyan airport fall islamic militant,1197,agree
bih seven primary school student pregnant five day excursion,1277,unrelated
jordan v isi report say king abdullah ii could personally lead airstrikes pilot death,803,unrelated
cesar millan dead dog whisperer death hoax circulates,1975,unrelated
probe whether isi fighter get ebola,1169,unrelated
espn domestic violence panel keep hearing real,472,unrelated
wtc rat scare anna wintour,2152,unrelated
angry mob cut rapist penis meat cleaver viewer discretion,1959,agree
spider probably crawl man body several day,1709,unrelated
taliban member swap obama bowe bergdahl try return terror report,2458,unrelated
report big bank hank pioneer rap group sugarhill gang die,754,unrelated
audio record allegedly capture least num shot fire michael brown kill,2118,discuss
low level marijuana possession could soon land ticket instead arrest new york city,666,unrelated
boko haram deny nigeria cease fire claim,2314,unrelated
islamic state claim behead american journalist,928,discuss
boko haram denies ceasefire say kidnap girl marry,2192,unrelated
obama murder james foley shock conscience entire world,2415,unrelated
u arm airdrop fell isi hand pentagon,666,unrelated
isi executioner jihadi john name mohammed emwazi,1465,unrelated
woman detain lebanon isi leader wife say iraq,1125,unrelated
gill rosenberg canadian israeli woman fear kidnap isi say safe,2445,unrelated
dylan thomas find tropical spider burrow skin,2192,unrelated
isi supporter claim u hostage kill coalition air strike syria,1337,discuss
video appear show behead journalist james foley go miss syria,2047,discuss
seth rogen set play steve wozniak danny boyle steve job biopic,1539,unrelated
marijuana law new york arrest policy could make thing worse minor offender,2483,unrelated
u confirm death somalia terror group leader,2458,unrelated
judd nelson death hoax fox news impersonator claim actor find dead los angeles condo,964,unrelated
video show isil behead photojournalist james foley,2526,unrelated
wife isi leader abu bakr al baghdadi detain lebanon,2042,unrelated
tropical spider burrow man skin live three day,2115,unrelated
rumor seth rogen appear woz sony steve job film,1157,unrelated
apple watch delay february limited quantity,2401,discuss
meteorite strike nicaragua puzzle expert,269,unrelated
saudi fatwa ban snowman trigger heat debate,1090,unrelated
mass grave find num student disappear mexican protest,251,unrelated
rumor isi leader death debunk,1631,unrelated
islamic state use scorpion bomb terrorise victim,533,unrelated
kim jong un sister kim yo jong run north korea mysterious absence,1294,discuss
pentagon isi seize material airdropped kurd,1383,unrelated
gene munster predict num steel apple watch num num numk gold edition,2016,unrelated
texas plumber truck front line syria war,2379,agree
wife son isil leader abu bakr al baghdadi detain lebanon border,1789,unrelated
elon first year replace freshman university say,2321,discuss
woman spend entire week kfc get dump boyfriend,1473,unrelated
judd nelson dead report hoax,1317,unrelated
pentagon airstrike kill terror leader somalia,1869,unrelated
report christian bale drop steve job biopic,2343,discuss
meteorite make big crater nicaragua government say,2129,unrelated
james wright foley kidnap journalist apparently execute isi,704,unrelated
arrest isi leader wife son,2360,unrelated
sorry fido pope francis say pet go heaven,1835,unrelated
new audio reveals pause gunfire michael brown shot attorney,1461,discuss
purdon ebola hoax texas town quarantine family five test positive ebola virus article fake,1625,agree
apple may launch num inch macbook air retina display,1049,unrelated
report say north korea kim insists jong un,1857,discuss
finally apple watch launch num march num num apps,964,unrelated
kim jong un rely cobra wine problem trouser snake,385,unrelated
forget tip especially spend num num,1296,unrelated
iphone num really pull hair,2476,discuss
james foley american journalist james wright foley behead new isi video break news,2495,discuss
nbc weatherman catch urinating wood live air,2092,unrelated
police hunt tweed jacket wear man slap shopper sneeze,2277,unrelated
isi fighter get catch come across u mexican border,2115,unrelated
net extra back dead catholic priest claim god female,2296,unrelated
texas city plumber truck end syrian war,321,unrelated
man say comcast get fire file lawsuit,2149,unrelated
iraq claim isi leader al baghdadi wife arrest despite lebanon insist woman detain border told islamist extremist spouse,72,unrelated
kim jong un open north korean restaurant scotland,1312,unrelated
islamist website claim israeli canadian woman kidnap report,80,unrelated
priest die wake claim god woman huh,1407,discuss
homeless man receive num shock everyone spends,626,unrelated
official gitmo prisoner trade bergdahl reach taliban,2254,unrelated
isi syria news iraqi pilot train isi fighter fly capture plane,495,discuss
iphone game developer quit job hide greatest letter resignation ever inside game,2377,unrelated
elderly woman arrest kidnap neighbor cat make fur coat,964,unrelated
cnn audio moment michael brown shot,1289,unrelated
hunt cruel owner abandon dog train station,382,unrelated
kid make num million lunch,2052,disagree
anna wintour rat infestation nyc vogue office kim kardashian fault,1439,unrelated
macaulay culkin latest victim celebrity death hoax num star know exactly feel,2523,unrelated
priest die wake claim god woman huh,195,unrelated
weaponize ebola isi militant say contract deadly virus,1821,unrelated
report former baseball star jose canseco accidentally shoot home,186,unrelated
nun surprise baby complain stomach pain,1412,discuss
ottawa investigates report isi capture canadian israeli woman,2443,unrelated
cbs detroit fan site scuttlebutt enough publish batmobile rumor,1494,unrelated
powerful cartoon charlie hebdo attack banksy,2015,unrelated
white house fence jumper make building report,1547,unrelated
christian bale talk play steve job danny boyle biopic,860,discuss
isi beheads american journalist,984,unrelated
u official video show american execution,1361,unrelated
video show isil behead photojournalist james foley,2096,discuss
accountant say comcast get fired contesting bogus charge,155,discuss
everyone chill banksy arrest,359,unrelated
isi militant appear behead abducted american journalist james wright foley graphic video,1658,discuss
conde nast rat problem one world trade centre red carpet rodent droppings,1693,discuss
citi see apple watch price point num num myriad accessory,187,unrelated
someone paint graffiti dick num num million car,1435,unrelated
bali awry,962,unrelated
soap opera star reportedly testicles steal attractive blonde organ trafficker,2410,unrelated
homeless man receive num shock everyone spends,2240,unrelated
evander kane way source price high,333,unrelated
kim jong un break ankle hospitalize report claim,1689,unrelated
isi get ebola,1948,unrelated
anna wintour rat infestation nyc vogue office kim kardashian fault,585,unrelated
watch isi claim capture u airdropped weapon,2116,unrelated
rumor fatigue set false alarm castro death,2377,unrelated
rare case seven bosnian girl age num num fall pregnant five day school trip parent outrage school cite parental neglect,1385,unrelated
dog find abandon scottish train station suitcase belonging,304,unrelated
sorry fido pope francis say pet go heaven,472,unrelated
iraqi kurdish medium report case ebola among islamic state fighter mosul,950,unrelated
zack snyder batman v superman dawn justice steal batmobile rumor put rest,87,unrelated
rapper identify james foley executioner report,1530,discuss
isi trick mum eat son num reluctant cannibal include forced eat body part,1786,discuss
cold turkey,816,unrelated
boko haram claim german hostage denies ceasefire,2192,unrelated
north korea denies report kim jong un open state back restaurant scotland,2114,unrelated
holy theft batmobile steal batman v superman,942,discuss
rat problem worsen one world trade center office conde nast,944,unrelated
take look photo say show body islamic state leader abu bakr al baghdadi right find really ethnic albanian militant kill num,936,unrelated
num hidden mass graf may hold miss mexican student,295,unrelated
tropical spider burrow man skin live three day,220,unrelated
pumpkin spice condom num flavor happen,1853,unrelated
guy say spider burrow skin expert say,2042,discuss
send drone predator drone fly headquarters syria,574,unrelated
sugarhill gang rapper big bank hank die age num,1556,discuss
isi militant allegedly contract ebola,1948,unrelated
identity isi terrorist know jihadi john reportedly reveal,527,unrelated
sick kansa city man say ebola u plan new step fight virus,2127,agree
durex confirm deny rumor pumpkin spice condom,119,unrelated
rcmp release security footage michael zehaf bibeau attack say shot soldier back,530,unrelated
incredible video show u marine survive shot head sniper afghanistan,532,unrelated
kim jong un absence sister may rule,755,unrelated
ubs survey find num consumer want smartwatch expect numm apple watch sale fiscal num,1149,unrelated
anna wintour rat infestation nyc vogue office kim kardashian fault,2072,discuss
gateway pundit,1478,unrelated
chinese advise choose british sounding name get ahead,1170,unrelated
christian bale quits steve job movie,456,unrelated
fear islamic state could launch ebola attack britain fighter contract virus,819,discuss
michael zehaf bibeau ottawa shooter suspect identify canadian official,804,unrelated
islamic state release video apparently show behead miss u journalist james foley,337,discuss
white house fence jumper push past female guard,887,unrelated
audio recording michael brown shoot reportedly surface,2235,discuss
nigeria boko haram reach ceasefire deal kidnap girl go free official say,1541,unrelated
seth rogen play woz job biopic,1438,unrelated
kimye fault anna wintour nyc vogue office hit disgust rat infestation rat droppings desk,195,unrelated
wife child islamic state head abu bakr al baghdadi hold lebanon official say,682,unrelated
texas plumber truck end syrian rebel video,1009,unrelated
mohammed emwazi man identify isi killer jihadi john stop minum safari holiday africa num,2349,agree
boko haram could release kidnap girl nigerian official say,612,unrelated
batmobile steal batman v superman dawn justice set zack snyder know,1338,unrelated
al qaida hostage kill raid,2247,discuss
report boko haram may release schoolgirl part deal,2156,unrelated
lebanon hold leader daughter ex wife,509,discuss
video show isil behead photojournalist james foley,1905,unrelated
cheese blame north korean leader kim jong un broken ankle,1972,discuss
nbc weatherman catch urinating wood live air,2492,unrelated
macaulay culkin dead another death hoax circulates facebook,530,unrelated
lead zeppelin reunion robert plant rip num million contract refuse rejoin legendary band,1978,agree
catholic priest dead num minute miraculously revive revelation god even shock,903,unrelated
leader qaeda link somali group dead u say,1869,unrelated
categorically false dhs debunks right wing fiction isi attempt cross u mexico border,564,unrelated
kim jong un really open restaurant scotland,1339,unrelated
senator detainee swap bergdahl contact militant,1506,unrelated
matt taibbi leave absence first look medium,2367,unrelated
fidel castro dead accord viral twitter rumor,800,unrelated
ypg confirms gill rosenberg capture kobani,80,unrelated
josh paler lin stage viral video help homeless,1820,unrelated
sick mum sedate try eat baby,10,unrelated
nun give birth surprise baby complain stomach pain,2269,unrelated
u airstrike kill islamic al shabab terrorist leader somalia,1610,agree
nun give birth surprise baby complain stomach pain,54,discuss
homeland security isil fighter u border,742,discuss
michael zehaf bibeau ottawa shooter suspect identify canadian official,2127,unrelated
saddam hussein pilot train islamic state group,819,unrelated
texas truck wind syria islamic militant,2123,unrelated
ottawa gunman identify num year old michael zehaf bibeau,804,unrelated
nasa question whether crater nicaragua cause meteorite,731,unrelated
boko haram agree ceasefire release school girl,531,discuss
seth rogen play steve wozniak steve job biopic,1966,unrelated
allege audio michael brown shoot surface,2299,unrelated
seven girl fall pregnant five day school trip bosnia herzegovina,1939,unrelated
video purport show beheading american journalist,115,unrelated
feminist lana abort baby boy surprise backlash,2443,unrelated
finally apple watch launch num march num num apps,1760,unrelated
boyfriend cut penis throw bin girlfriend dump bad bed,1400,unrelated
isi fighter contract ebola,2003,discuss
report num isi terrorist catch southern border num hr,186,unrelated
report jetliner steal libya could use attack u num num,299,unrelated
cnn post allege audio michael brown shoot,298,unrelated
u intel taliban man release gitmo bergdahl deal back militant activity,387,unrelated
jess smith num claim teletubbies giggle baby get pay,2520,unrelated
axl rise dead fan freak death rumor,769,unrelated
saudi cleric condemns snowman anti islamic,1498,discuss
google grow num num billion california office deal,950,unrelated
story high school trader make num million rumor spun control,365,discuss
police hunt tweed jacket wear man slap shopper sneeze,634,discuss
wife isi leader abu bakr al baghdadi detain lebanon,538,discuss
despite ceasefire announcement new boko haram attack report,2520,unrelated
michael brown shoot audio caught tape,1692,discuss
small meteorite strike nicaragua capital city managua,345,unrelated
jihadi john identity reveal mohammed emwazi live,2123,discuss
nicaragua say meteorite probable cause blast capital,373,unrelated
num teen girl get pregnant school trip read http www wnd com num num num teen girl get pregnant school trip fnumfilodnumyfpaspvnum num,557,unrelated
new io num bug delete icloud document,712,unrelated
nigeria hop return kidnap schoolgirl rise ceasefire report,34,unrelated
pentagon isi seize material airdropped kurd,1893,unrelated
isi executioner jihadi john name medium,1437,unrelated
russian bag better bigfoot footage,227,unrelated
daash ebola transfer mosul google translate,2177,unrelated
obama denounces kill journalist james foley pledge justice,874,unrelated
magic mushroom find queen elizabeth garden buckingham palace,1299,unrelated
watch bird launch airstrike putin shoulder update,1087,agree
u arm airdrop fell isi hand pentagon,305,unrelated
iraqi official dismisses unfounded report isi fighter ebola,737,unrelated
pant fire duncan hunter make unconfirmed claim border patrol catch least num isi fighter,1483,unrelated
apple watch shower proof num num apps launch report,1808,discuss
isi pay tribute cub baghdadi child soldier,2432,unrelated
christian bale drop steve job biopic,2017,discuss
six month abduct nigerian schoolgirl boko haram reportedly want free,1419,discuss
bali spider burrow aussie chest,1848,unrelated
reset setting io num unless want lose icloud file,2054,discuss
another american hostage risk islamic state,2304,unrelated
nigeria say deal boko haram release kidnap girl,35,unrelated
jordanian airstrike kill american aid worker hold hostage isi accord statement militant,1968,unrelated
u hostage luke somers kill yemen rescue bid family,1187,discuss
medium report identify londoner islamic state jihadi john,1252,unrelated
heartwarming video show son reveal pay parent mortgage christmas gift,2072,unrelated
meteorite leave crater nicaraguan capital managua,1722,discuss
u intel taliban man release gitmo bergdahl deal back militant activity,1808,unrelated
kim jong un plan scottish restaurant,2398,unrelated
vladimir putin motorcade look like massive knob,1331,unrelated
question raise nicaragua meteorite,1825,discuss
glenn beck fear may do num miss jet,2257,unrelated
news cesar millan death false,1331,unrelated
kim jong un open north korean restaurant scotland,17,unrelated
net extra back dead catholic priest claim god female,941,unrelated
isi executioner jihadi john identify mohammed emwazi,1465,unrelated
iraqi official dismisses unfounded report isi fighter ebola,1289,unrelated
texas truck wind syria islamic militant,2379,agree
white house fence jumper actually make pretty far inside,1921,discuss
tropical spider burrow man skin appendix scar live three day,724,unrelated
apple watch user need recharge nightly company still work improve uptime launch,1746,unrelated
canadian soldier shot ottawa war memorial report,1659,discuss
cameron vow hunt monster haines murder,15,unrelated
jose canseco shot hand accidental shooting vega home,2352,agree
jihadi john identify isi killer name mohammed emwazi west london,2034,unrelated
isil beheads american photojournalist iraq,1982,unrelated
obama administration deny congressman claim least ten isi fighter catch come across mexican border texas,625,unrelated
vice medium ceo blew num num dinner vega casino bos blab,1834,agree
shot hear allege brown shoot record audio,1637,unrelated
putin motorcade look suspiciously like massive,2391,agree
send drone predator drone fly headquarters syria,687,unrelated
michael phelps self proclaim girlfriend num reveals bear male describes amaze intimacy olympic swimmer,1820,agree
pga tour denies claim tiger wood fail drug test,403,unrelated
isi claim u airdrop weapon,2116,unrelated
tourist wake find strange red trail stomach discovers spider burrow appendix scar crawl skin holiday bali,800,discuss
see monday n l man keep facebook promise police turn read http www ctvnews ca canada see monday n l man keep facebook promise police turn num num ixzznumqedasgxu,1950,unrelated
video message service verifies time cnn audio recording,1692,discuss
eyewitness say viral video homeless man stag,1996,disagree
michael brown shoot audio caught tape,1252,unrelated
apple talk become launch partner cable free hbo service,2295,unrelated
boko haram ceasefire doubt attack report nigeria,1883,unrelated
thanks uncle sam weapon airdrop isi taunt america intercept weapon meant kurd,592,unrelated
batman v superman batmobile steal detroit,1671,discuss
source tom brokaw want brian williams fire,2269,unrelated
boko haram agree ceasefire release school girl,2314,unrelated
spider burrow appendix scar crawl wa man body,2459,unrelated
one north korea allow share kim jong un name,1857,discuss
u lawmaker ten isi fighter apprehend come across southern border video,1764,discuss
nigeria say boko haram cease fire may lead release kidnap girl,2078,unrelated
miss jetliner raise fear new num num style attack libyan airport fall islamic militant,299,unrelated
allege ottawa gunman know far michael zehaf bibeau,2002,unrelated
hundred palestinian flee flood gaza israel open dam,1965,disagree
james foley miss american photojournalist reportedly execute isi syria,1747,discuss
amazon open first brick mortar site,1708,unrelated
tour agent tiger wood ban,1627,unrelated
seth rogen play apple steve wozniak,304,unrelated
saudi fatwa ban snowman trigger heat debate,1130,unrelated
tiger wood ped pga tour suspension allegation retract dan olsen,550,unrelated
kfc marijuana sale begin colorado unbelievable literally,213,unrelated
cub baghdadi isi report youngest jihadist get martyred battle,847,unrelated
audio recording michael brown shoot reportedly surface,1435,unrelated
isi video claim show behead british hostage,1263,unrelated
jihadi john unmasked former westminster university student arrest five year ago put terror watch list fly syria join isi two year later,1107,unrelated
audio may capture michael brown shoot,2020,unrelated
canadian israeli woman may capture syria report,1808,unrelated
judd nelson rebuff internet rumor die drug overdose,2281,unrelated
cnn post allege audio michael brown shoot,634,unrelated
islamic state claim execute american photojournalist james foley,1744,discuss
two bloke dare eat num year old burger charity,2299,unrelated
isil beheads american photojournalist iraq,782,agree
hairgate iphone num user say device pull hair,2184,unrelated
miss mexican student find mass grave,1849,unrelated
attorney new audio reveals pause gunfire michael brown shot,195,unrelated
british hostage david haines behead islamic state terrorist,15,unrelated
isi claim u airdrop weapon,2223,unrelated
wtc rat scare anna wintour,754,unrelated
kim jong un sister power behind north korean throne,2470,discuss
militant kill num iraqi soldier chlorine gas,1267,unrelated
rumor debunk robocop style robot patrol microsoft campus,2432,disagree
tropical spider burrow man skin scar video report,1638,discuss
boko haram ceasefire doubt attack report nigeria,1603,unrelated
research medical center denies report patient ebola,1843,unrelated
meteorite leaf house size crater nicaragua capital,816,unrelated
allege audio michael brown shoot cnn hoax,1893,unrelated
report isi kidnaps canadian israeli former idf soldier go fight kurd,1240,unrelated
vice medium ceo shane smith spend num num la vegas dinner report,1682,discuss
spider burrow man skin live day,2009,unrelated
google buy redwood city office numm,513,unrelated
isi tell mother rescue mission eat son,1361,unrelated
report christian bale bail steve job movie,1299,agree
nypd stop arrest low level marijuana charge issue ticket instead source,1022,unrelated
robert plant reportedly tear num million lead zeppelin reunion contract,1198,unrelated
batmobile steal batman v superman dawn justice set report claim one batmobile model miss detroit local responsible,2055,unrelated
daash ebola transfer mosul google translate,1921,unrelated
hundred mourn death fidel castro rumour sweep twitter confuse recently depart fidel castro odinga nairobi,1164,unrelated
video show american journalist behead believed real official family say,1589,agree
hoax banksy arrest london story dupe internet,472,unrelated
mystery man slap shopper around head sneezing,1906,unrelated
sugarhill gang rapper big bank hank die num,281,unrelated
isil video claim behead kidnap journalist james foley,782,discuss
banksy arrest,1940,agree
apple take reservation try apple watch consider platinum model,2421,discuss
vogue anna wintour piss new num world trade center office infest rat,1020,unrelated
photo slain leader report doctored,539,unrelated
get harder arrest pot possession new york city,2237,discuss
meteor leave num foot crater near managua airport,1900,unrelated
viral video homeless man spending num food homeless fake witness say,313,unrelated
spider burrow australian man appendix scar video,2152,unrelated
big bank hank u rapper sugarhill gang founder member die num,2421,unrelated
rumor isi leader death debunk,35,unrelated
israel denies cause gaza flood open dam,993,unrelated
isi reportedly behead u journalist james wright foley camera,1549,unrelated
bih seven primary school student pregnant five day excursion,557,unrelated
watch marine take sniper shot head live,2223,unrelated
confusion cuba castro mourn instead kenya fidel,47,unrelated
say report suspect ebola case iraq untrue,267,unrelated
audio gunfire michael brown case authenticate app company,1481,unrelated
islamic state beheads miss american journalist james wright foley,1658,agree
macaulay culkin dead facebook twitter death hoax go viral,2175,unrelated
cold turkey,666,unrelated
brian williams demand apology social medium erroneous urination report video,527,unrelated
hospital man treat ebola kansa city,1843,unrelated
christian bale exit steve job movie exclusive,1234,unrelated
north korean leader kim jong un ankle surgery report say,2042,unrelated
pga tour pro claim tiger wood currently suspend peds compare lance armstrong,2432,unrelated
tb speed seinfeld num num gain extra num minute commercial ad time,2022,unrelated
magic mushroom find buckingham palace ground,2519,unrelated
paradise open even dog pope tell boy,2370,disagree
kim jong un scottish dog meat restaurant probably fabricate shite,2418,discuss
break islamic state video beheads american journalist james wright foley kidnap num bnonews,2130,unrelated
j j abrams ask force awakens release date move,1686,discuss
somalia shebab chief ahmed abdi godane likely dead u strike source,60,unrelated
kim jong un absent north korean leader recover ankle surgery,1854,discuss
evocative shape vladimir putin troll world motorcade formation,2391,discuss
tourist dub spider man spider burrow skin day,2297,unrelated
islamic state claim behead american journalist,524,unrelated
num islamist militant kill u attack somalia,741,unrelated
christian bale talk play steve job sony danny boyle,830,unrelated
vogue anna wintour piss new num world trade center office infest rat,2314,unrelated
powerful cartoon charlie hebdo attack banksy,1545,unrelated
rodney constantine keep facebook promise turn police,1950,unrelated
durex make pumpkin spice condom hoax debunk,740,agree
watch u marine survive taliban sniper headshot afghanistan,2452,unrelated
islamic state release video apparently show behead miss u journalist james foley,511,unrelated
macaulay culkin victim another online death hoax,1502,unrelated
io num bug could delete icloud drive document,1413,unrelated
jilt lover chop penis girlfriend dump,714,unrelated
report secret service lie white house fence jumper,1323,unrelated
soldier shot war memorial canada,401,unrelated
tiger wood agent shoot report fail drug test,1718,agree
nigeria say struck cease fire boko haram talk right guy,600,discuss
priest claim see god woman dismiss hoax,1549,agree
report kim jong un ankle injury add fuel rumour absence,2329,unrelated
forget tip especially spend num num,1939,unrelated
boko haram deny truce release kidnap schoolgirl,1506,unrelated
apple watch battery life reportedly like smartwatch,2370,unrelated
seven teenage girl get pregnant school trip,1140,agree
biological warfare horizon isi soldier may infect ebola,1921,unrelated
cnn play allege audiotape michael brown shootingmilitarization police,1179,unrelated
canadian israeli woman reportedly kidnap isi jerusalem post,1299,unrelated
lebanon detain wife son al baghdadi,365,unrelated
mass grave point student massacre mexico,251,unrelated
op ed hoax priest never exist claim die saw female god,43,unrelated
paradise open even dog pope tell boy,932,unrelated
report apple watch last num num hour heavy use,1477,discuss
bunch folk pass around hoax video bird pooping vladimir putin,1028,unrelated
canadian official identifies dead ottawa gunman michael zehaf bibeau,1569,discuss
num pound catfish fisherman make huge catch italy catfish could set record,2161,agree
u hostage murder militant yemen say hagel,1844,discuss
banksy reacts paris attack poignant drawing,176,unrelated
vogue anna wintour piss new num world trade center office infest rat,2080,unrelated
num islamist militant kill u attack somalia,1385,unrelated
new audio reveals pause gunfire michael brown shot attorney,2481,discuss
audio may capture michael brown shoot,1974,unrelated
christian bale play steve job,428,discuss
dhs gop rep claim isi member catch u border categorically false,1565,unrelated
indian civil servant get sacked turning work num year,2002,unrelated
man know jihadi john identify mohammed emwazi,527,unrelated
vogue anna wintour piss new num world trade center office infest rat,754,unrelated
video message app say audio record michael brown shoot authentic,450,unrelated
texas plumber truck end syrian rebel video,1707,unrelated
obama administration deny congressman claim least ten isi fighter catch come across mexican border texas,871,discuss
whiz kid stock picker actually make numm trading,2407,agree
james foley american journalist james wright foley behead new isi video break news,928,discuss
